"scientificname","commonname","taxonomicrank","matchmethod","taxonomicgroup","scientificnames_submitted","statelist_2005","statelist_2015","sgcn2005","sgcn2015","listingStatus","kingdom","phylum","class","order","family","genus"
"Symphyotrichum puniceum var. scabricaule","Rough-stem aster","Variety","Exact Match","Plants","Symphyotrichum puniceum var. scabricaule","","Texas",0,1,"Under Review in the Candidate or Petition Process","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Symphyotrichum"
"Symplocarpus foetidus","Skunk-cabbage","Species","Exact Match","Plants","Symplocarpus foetidus","","Tennessee",0,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Alismatales","Araceae","Symplocarpus"
"Symplocos tinctoria","Horse-sugar","Species","Exact Match","Plants","Symplocos tinctoria","","Tennessee",0,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Ericales","Symplocaceae","Symplocos"
"Synandra hispidula","Guyandotte Beauty","Species","Exact Match","Plants","Synandra hispidula","","West Virginia",0,1,"Resolved Taxon","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Synandra"
"Synanthedon castaneae","Chestnut clearwing moth","Unknown Taxonomic Rank","Legacy Match","Insects","Synanthedon castaneae","Delaware,Maryland,New York,Pennsylvania,Virginia","Delaware,Virginia",5,2,"Resolved Taxon",NA,NA,NA,NA,NA,NA
"Synaptomys cooperi","Southern Bog Lemming","Species","Exact Match","Mammals","Synaptomys cooperi,Synaptomys cooperi helaletes","Arkansas,Connecticut,District of Columbia,Georgia,Iowa,Kansas,Maryland,Massachusetts,Michigan,New Jersey,North Carolina,Ohio,Rhode Island,Tennessee,Vermont,Virginia,West Virginia","Arkansas,Connecticut,Georgia,Iowa,Kansas,Maryland,Massachusetts,New Hampshire,New Jersey,Rhode Island,Tennessee,Vermont,West Virginia",17,13,"Resolved Taxon","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Synaptomys"
"Syngnathus fuscus","Northern Pipefish","Species","Exact Match","Fish","Syngnathus fuscus","Connecticut,Florida,New York,South Carolina","Connecticut,Florida,New York",4,3,NA,"Animalia","Chordata","Teleostei","Gasterosteiformes","Syngnathidae","Syngnathus"
"Syngnathus louisianae","Chain Pipefish","Species","Exact Match","Fish","Syngnathus louisianae","Florida,Louisiana,South Carolina","Louisiana",3,1,NA,"Animalia","Chordata","Teleostei","Gasterosteiformes","Syngnathidae","Syngnathus"
"Syngnathus pelagicus","Sargassum Pipefish","Species","Exact Match","Fish","Syngnathus pelagicus","Florida","Florida",1,1,NA,"Animalia","Chordata","Teleostei","Gasterosteiformes","Syngnathidae","Syngnathus"
"Syngnathus scovelli","Gulf Pipefish","Species","Exact Match","Fish","Syngnathus scovelli","Florida,Louisiana,South Carolina","Louisiana",3,1,NA,"Animalia","Chordata","Teleostei","Gasterosteiformes","Syngnathidae","Syngnathus"
"Syngrapha rectangula","Salt And Pepper Looper Moth","Species","Exact Match","Insects","Syngrapha rectangula","West Virginia","West Virginia",1,1,NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Syngrapha"
"Syringodium filiforme","Manateegrass","Species","Fuzzy Match","Plants","Syringodium filiforme,Syringonium filiforme","Texas","Louisiana",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Alismatales","Cymodoceaceae","Syringodium"
"Syrphidae","syrphid flies","Family","Exact Match","Insects","Syrphidae","","Florida",0,1,NA,"Animalia","Arthropoda","Insecta","Diptera","Syrphidae",NA
"Tabanidae","clegs","Family","Exact Match","Insects","Tabanidae","","Florida",0,1,NA,"Animalia","Arthropoda","Insecta","Diptera","Tabanidae",NA
"Tachopteryx thoreyi","Gray Petaltail","Species","Exact Match","Insects","Tachopteryx thoreyi","District of Columbia,Florida,Kansas,Maryland,Michigan,New York,Pennsylvania,Vermont,Virginia,West Virginia","District of Columbia,Kansas,Maryland,Michigan,New Jersey,New York,Ohio,Pennsylvania,Virginia,West Virginia",10,10,NA,"Animalia","Arthropoda","Insecta","Odonata","Petaluridae","Tachopteryx"
"Tadarida brasiliensis","Brazilian free-tailed bat","Species","Exact Match","Mammals","Tadaria brasiliensis,Tadarida brasiliensis","Alabama,Arizona,Missouri,Oklahoma,Puerto Rico,Texas,Virgin Islands","Alabama,Arizona,Nevada,Oklahoma,Texas",7,5,NA,"Animalia","Chordata","Mammalia","Chiroptera","Molossidae","Tadarida"
"Tadarida brasiliensis cynocephala","Brazilian Free-tailed Bat","Subspecies","Exact Match","Mammals","Tadarida brasiliensis cynocephala","","Florida",0,1,NA,"Animalia","Chordata","Mammalia","Chiroptera","Molossidae","Tadarida"
"Taenidia integerrima","Yellow Pimpernel","Species","Exact Match","Plants","Taenidia integerrima","Vermont","Louisiana,Vermont",1,2,NA,"Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Taenidia"
"Taenidia montana","Mountain-pimpernel","Species","Exact Match","Plants","Taenidia montana","","West Virginia",0,1,"Resolved Taxon","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Taenidia"
"Taeniopterygidae","winter stoneflies","Family","Exact Match","Insects","Taeniopterygidae","","Florida",0,1,NA,"Animalia","Arthropoda","Insecta","Plecoptera","Taeniopterygidae",NA
"Taeniopteryx burksi","eastern willowfly","Species","Exact Match","Insects","Taeniopteryx burksi","Michigan","Florida",1,1,NA,"Animalia","Arthropoda","Insecta","Plecoptera","Taeniopterygidae","Taeniopteryx"
"Taeniopteryx lonicera","A Stonefly","Species","Exact Match","Insects","Taeniopteryx lonicera","","Florida",0,1,NA,"Animalia","Arthropoda","Insecta","Plecoptera","Taeniopterygidae","Taeniopteryx"
"Taeniopteryx nelsoni","Cryptic willowfly","Species","Exact Match","Insects","Taeniopteryx nelsoni","Virginia","Virginia",1,1,NA,"Animalia","Arthropoda","Insecta","Plecoptera","Taeniopterygidae","Taeniopteryx"
"Taeniopteryx robinae","Savannah Willowfly","Species","Exact Match","Insects","Taeniopteryx robinae","","South Carolina",0,1,NA,"Animalia","Arthropoda","Insecta","Plecoptera","Taeniopterygidae","Taeniopteryx"
"Taeniopteryx starki","Texas willowfly","Species","Exact Match","Insects","Taeniopteryx starki","","Texas",0,1,"Resolved Taxon","Animalia","Arthropoda","Insecta","Plecoptera","Taeniopterygidae","Taeniopteryx"
"Tallaperla cornelia","Southeastern roachfly","Species","Exact Match","Insects","Tallaperla cornelia","Virginia","Florida,Virginia",1,2,NA,"Animalia","Arthropoda","Insecta","Plecoptera","Peltoperlidae","Tallaperla"
"Tallaperla lobata","Lobed roachfly","Species","Exact Match","Insects","Tallaperla lobata","Virginia","Virginia",1,1,"Under Review in the Candidate or Petition Process","Animalia","Arthropoda","Insecta","Plecoptera","Peltoperlidae","Tallaperla"
"Tamias canipes","Gray-footed chipmunk","Species","Exact Match","Mammals","Tamias canipes","Texas","Texas",1,1,"Species of Concern","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Tamias"
"Tamias quadrivittatus","Colorado Chipmunk","Species","Exact Match","Mammals","Tamias quadrivittatus","Oklahoma","Arizona,Oklahoma",1,2,NA,"Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Tamias"
"Tamias striatus","Eastern Chipmunk","Species","Exact Match","Mammals","Tamias striatus","District of Columbia,Florida,Nebraska,Ohio","District of Columbia,Florida,Louisiana,Nebraska,Ohio",4,5,NA,"Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Tamias"
"Tamiasciurus hudsonicus","Red Squirrel","Species","Exact Match","Mammals","Tamiasciurus hudsonicus","Georgia,Illinois,Iowa,Ohio,Tennessee","Alaska,Georgia,Illinois,Tennessee",5,4,NA,"Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Tamiasciurus"
"Tanacetipathes barbadensis","Bottle Brush Black Coral","Species","Exact Match","Other Invertebrates","Tanacetipathes barbadensis","","Florida",0,1,NA,"Animalia","Cnidaria","Anthozoa","Antipatharia","Myriopathidae","Tanacetipathes"
"Tanacetipathes tanacetum","Bottle Brush Black Coral","Species","Exact Match","Other Invertebrates","Tanacetipathes tanacetum","","Florida",0,1,NA,"Animalia","Cnidaria","Anthozoa","Antipatharia","Myriopathidae","Tanacetipathes"
"Tanacetipathes thamnea","Black Coral","Species","Exact Match","Other Invertebrates","Tanacetipathes thamnea","","Florida",0,1,NA,"Animalia","Cnidaria","Anthozoa","Antipatharia","Myriopathidae","Tanacetipathes"
"Tantilla atriceps","Mexican blackhead snake","Species","Exact Match","Reptiles","Tantilla atriceps","","Texas",0,1,NA,"Animalia","Chordata","Reptilia","Squamata","Colubridae","Tantilla"
"Tantilla coronata","Southeastern Crowned Snake","Species","Exact Match","Reptiles","Tantilla coronata,Tantilla coronata coronata","Indiana,Kentucky,Louisiana,North Carolina,Virginia","Florida,Indiana,Kentucky,Louisiana,Virginia",5,5,NA,"Animalia","Chordata","Reptilia","Squamata","Colubridae","Tantilla"
"Tantilla cucullata","Big Bend blackheaded snake","Species","Exact Match","Reptiles","Tantilla cucullata","","Texas",0,1,NA,"Animalia","Chordata","Reptilia","Squamata","Colubridae","Tantilla"
"Tantilla gracilis","Flat-headed snake","Species","Exact Match","Reptiles","Tantilla gracilis","Illinois","Illinois,Missouri",1,2,NA,"Animalia","Chordata","Reptilia","Squamata","Colubridae","Tantilla"
"Tantilla oolitica","Rim Rock Crowned Snake","Species","Exact Match","Reptiles","Tantilla oolitica","Florida","Florida",1,1,"Under Review in the Candidate or Petition Process","Animalia","Chordata","Reptilia","Squamata","Colubridae","Tantilla"
"Tantilla relicta","Florida Crowned Snake","Species","Exact Match","Reptiles","Tantilla relicta","Georgia","Florida",1,1,NA,"Animalia","Chordata","Reptilia","Squamata","Colubridae","Tantilla"
"Tartarocreagris altimana","A cave obligate pseudoscorpion","Species","Exact Match","Arachnids","Tartarocreagris altimana","Texas","Texas",1,1,NA,"Animalia","Arthropoda","Arachnida","Pseudoscorpiones","Neobisiidae","Tartarocreagris"
"Tartarocreagris amblyopa","A cave obligate pseudoscorpion","Species","Exact Match","Arachnids","Tartarocreagris amblyopa","Texas","Texas",1,1,NA,"Animalia","Arthropoda","Arachnida","Pseudoscorpiones","Neobisiidae","Tartarocreagris"
"Tartarocreagris attenuata","A cave obligate pseudoscorpion","Species","Exact Match","Arachnids","Tartarocreagris attenuata","Texas","Texas",1,1,NA,"Animalia","Arthropoda","Arachnida","Pseudoscorpiones","Neobisiidae","Tartarocreagris"
"Tartarocreagris domina","A cave obligate pseudoscorpion","Species","Exact Match","Arachnids","Tartarocreagris domina","Texas","Texas",1,1,NA,"Animalia","Arthropoda","Arachnida","Pseudoscorpiones","Neobisiidae","Tartarocreagris"
"Tartarocreagris grubbsi","A cave obligate pseudoscorpion","Species","Exact Match","Arachnids","Tartarocreagris grubbsi","Texas","Texas",1,1,NA,"Animalia","Arthropoda","Arachnida","Pseudoscorpiones","Neobisiidae","Tartarocreagris"
"Tartarocreagris hoodensis","A cave obligate pseudoscorpion","Species","Exact Match","Arachnids","Tartarocreagris hoodensis","Texas","Texas",1,1,NA,"Animalia","Arthropoda","Arachnida","Pseudoscorpiones","Neobisiidae","Tartarocreagris"
"Tartarocreagris infernalis","A cave obligate pseudoscorpion","Species","Exact Match","Other Invertebrates","Tartarocreagris infernalis,Tartarocreagris infernalis (Muchmore)","Texas","Texas",1,1,NA,"Animalia","Arthropoda","Arachnida","Pseudoscorpiones","Neobisiidae","Tartarocreagris"
"Tartarocreagris intermedia","A cave obligate pseudoscorpion","Species","Exact Match","Other Invertebrates","Tartarocreagris intermedia,Tartarocreagris intermedia (Muchmore)","Texas","Texas",1,1,NA,"Animalia","Arthropoda","Arachnida","Pseudoscorpiones","Neobisiidae","Tartarocreagris"
"Tartarocreagris ozarkensis","Pseudoscorpion","Species","Exact Match","Other Invertebrates","Tartarocreagris ozarkensis","","Arkansas",0,1,NA,"Animalia","Arthropoda","Arachnida","Pseudoscorpiones","Neobisiidae","Tartarocreagris"
"Tartarocreagris proserpina","A cave obligate pseudoscorpion","Species","Exact Match","Arachnids","Tartarocreagris proserpina","Texas","Texas",1,1,NA,"Animalia","Arthropoda","Arachnida","Pseudoscorpiones","Neobisiidae","Tartarocreagris"
"Tartarocreagris reyesi","A cave obligate pseudoscorpion","Species","Exact Match","Arachnids","Tartarocreagris reyesi","Texas","Texas",1,1,NA,"Animalia","Arthropoda","Arachnida","Pseudoscorpiones","Neobisiidae","Tartarocreagris"
"Tartarocreagris texana","Tooth Cave Pseudoscorpion","Species","Exact Match","Other Invertebrates","Tartarocreagris texana,Tartarocreagris texana (Muchmore)","Texas","Texas",1,1,NA,"Animalia","Arthropoda","Arachnida","Pseudoscorpiones","Neobisiidae","Tartarocreagris"
"Tauschia texana","Texas tauschia","Species","Exact Match","Plants","Tauschia texana","","Texas",0,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Tauschia"
"Taxidea taxus","American Badger","Species","Exact Match","Mammals","Taxidea taxus","Arkansas,California,Illinois,Indiana,Minnesota,Missouri,Ohio,Texas,Washington","Arkansas,California,Indiana,Minnesota,Missouri,Ohio,Texas,Washington",9,8,"Species of Concern","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Taxidea"
"Taxus canadensis","Canada Yew","Species","Exact Match","Plants","Taxus canadensis","","Tennessee,West Virginia",0,2,NA,"Plantae","Tracheophyta","Pinopsida","Pinales","Taxaceae","Taxus"
"Telebasis byersi","Duckweed Firetail","Species","Exact Match","Insects","Telebasis byersi","West Virginia","Delaware,Maryland,West Virginia",1,3,NA,"Animalia","Arthropoda","Insecta","Odonata","Coenagrionidae","Telebasis"
"Tellina","Tellin Clam species","Genus","Exact Match","Mollusks","Tellina sp.","","South Carolina",0,1,NA,"Animalia","Mollusca","Bivalvia","Veneroida","Tellinidae","Tellina"
"Tellina agilis","Northern dwarf tellin","Species","Exact Match","Mollusks","Tellina agilis","South Carolina","South Carolina",1,1,NA,"Animalia","Mollusca","Bivalvia","Veneroida","Tellinidae","Tellina"
"Teloganopsis deficiens","A Mayfly","Species","Exact Match","Insects","Teloganopsis deficiens","","Florida",0,1,NA,"Animalia","Arthropoda","Insecta","Ephemeroptera","Ephemerellidae","Teloganopsis"
"Tenebrionidae","darkling beetles","Family","Exact Match","Insects","Tenebrionidae","","Florida",0,1,NA,"Animalia","Arthropoda","Insecta","Coleoptera","Tenebrionidae",NA
"Tephritidae","fruit flies","Family","Exact Match","Insects","Tephritidae","","Florida",0,1,NA,"Animalia","Arthropoda","Insecta","Diptera","Tephritidae",NA
"Tephrosia hispidula","Sprawling Hoary-pea","Species","Exact Match","Plants","Tephrosia hispidula","","Louisiana",0,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Tephrosia"
"Tephrosia mohrii","Dwarf Goat's-Rue","Species","Exact Match","Plants","Tephrosia mohrii","Georgia","Georgia",1,1,"Species of Concern","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Tephrosia"
"Terrapene carolina","Eastern Box Turtle","Species","Exact Match","Reptiles","Terrapene carolina,Terrapene Carolina,Terrapene c. carolina","Connecticut,District of Columbia,Maine,Maryland,Massachusetts,New York,North Carolina,Rhode Island,Tennessee,Virginia","Delaware,Florida,Illinois,Indiana,Maryland,Massachusetts,South Carolina,Tennessee,Texas",10,9,NA,"Animalia","Chordata","Reptilia","Testudines","Emydidae","Terrapene"
"Terrapene carolina carolina","Eastern Box Turtle","Subspecies","Exact Match","Reptiles","Terrapene carolina carolina,Terrepene carolina carolina","Delaware,Michigan,New Hampshire,New Jersey,Ohio","Connecticut,District of Columbia,Maine,Michigan,New Hampshire,New Jersey,New York,North Carolina,Ohio,Pennsylvania,Rhode Island,Virginia,West Virginia",5,13,NA,"Animalia","Chordata","Reptilia","Testudines","Emydidae","Terrapene"
"Terrapene carolina triunguis","Three-toed box turtle","Subspecies","Exact Match","Reptiles","Terrapene carolina triunguis","","Missouri",0,1,NA,"Animalia","Chordata","Reptilia","Testudines","Emydidae","Terrapene"
"Terrapene ornata","Ornate Box Turtle","Species","Exact Match","Reptiles","Terrapene ornata,Terrapene  ornata","Illinois,Indiana,Iowa,New Mexico,South Dakota,Wisconsin","Arizona,Arkansas,Illinois,Indiana,Iowa,Louisiana,South Dakota,Texas,Wisconsin",6,9,NA,"Animalia","Chordata","Reptilia","Testudines","Emydidae","Terrapene"
"Terrapene ornata ornata","Ornate Box Turtle","Subspecies","Exact Match","Reptiles","Terrapene ornata ornata","Arkansas,Louisiana,Wyoming","Missouri,Wyoming",3,2,NA,"Animalia","Chordata","Reptilia","Testudines","Emydidae","Terrapene"
"Tethysbaena texana","A cave obligate crustacean","Species","Exact Match","Other","Tethysbaena texana","","Texas",0,1,NA,"Animalia","Arthropoda","Malacostraca","Thermosbaenacea","Monodellidae","Tethysbaena"
"Tetracha floridana","A Tiger Beetle","Species","Exact Match","Insects","Tetracha floridana","","Florida",0,1,NA,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Tetracha"
"Tetracha virginica","Virginia Big-headed Tiger Beetle","Species","Exact Match","Insects","Megacephala virginica,Tetracha virginica","Delaware,Pennsylvania,West Virginia,Wisconsin","Delaware,West Virginia,Wisconsin",4,3,NA,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Tetracha"
"Tetracion jonesi","(a cave obligate millipede)","Species","Exact Match","Other Invertebrates","Tetracion jonesi","Tennessee","Tennessee",1,1,NA,"Animalia","Arthropoda","Diplopoda","Callipodida","Abacionidae","Tetracion"
"Tetracion tennesseensis","(a cave obligate millipede)","Species","Exact Match","Other Invertebrates","Tetracion tennesseensis","Tennessee","Tennessee",1,1,NA,"Animalia","Arthropoda","Diplopoda","Callipodida","Abacionidae","Tetracion"
"Tetragonotheca helianthoides","Pineland Squarehead","Species","Exact Match","Plants","Tetragonotheca helianthoides","","Tennessee",0,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Tetragonotheca"
"Tetragonotheca ludoviciana","Louisiana Squarehead","Species","Exact Match","Plants","Tetragonotheca ludoviciana","","Louisiana",0,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Tetragonotheca"
"Tetraloniella albata","anthophorid bee","Species","Exact Match","Insects","Tetraloniella albata","Arkansas","Arkansas",1,1,NA,"Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Tetraloniella"
"Tetraneuris turneri","Billie's bitterweed","Species","Exact Match","Plants","Tetraneuris turneri","","Texas",0,1,"Resolved Taxon","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Tetraneuris"
"Tetraopes quinquemaculatus","red milkweed beetle","Species","Exact Match","Insects","Tetraopes quinquemaculatus","Arkansas","Arkansas",1,1,NA,"Animalia","Arthropoda","Insecta","Coleoptera","Cerambycidae","Tetraopes"
"Tetraopes texanus","Texas Milkweed Beetle","Species","Exact Match","Insects","Tetraopes texanus","Arkansas","Arkansas",1,1,NA,"Animalia","Arthropoda","Insecta","Coleoptera","Cerambycidae","Tetraopes"
"Tetrapturus pfluegeri","Longbill spearfish","Species","Exact Match","Fish","Tetrapturus pfluegeri","Texas","Texas",1,1,NA,"Animalia","Chordata","Teleostei","Perciformes","Istiophoridae","Tetrapturus"
"Tetrigidae","grouse locusts","Family","Exact Match","Insects","Tetrigidae","","Florida",0,1,NA,"Animalia","Arthropoda","Insecta","Orthoptera","Tetrigidae",NA
"Tetrodontium brownianum","Little Georgia","Species","Exact Match","Plants","Tetrodontium brownianum","","Tennessee",0,1,NA,"Plantae","Bryophyta","Tetraphidopsida","Tetraphidales","Tetraphidaceae","Tetrodontium"
"Tettigidea armata","Spined grouse locust","Species","Exact Match","Insects","Tettigidea armata","Missouri","Missouri",1,1,NA,"Animalia","Arthropoda","Insecta","Orthoptera","Tetrigidae","Tettigidea"
"Tettigidea empedonepia","Torreya Pygmy Grasshopper","Species","Exact Match","Insects","Tettigidea empedonepia","Florida","Florida",1,1,"Species of Concern","Animalia","Arthropoda","Insecta","Orthoptera","Tetrigidae","Tettigidea"
"Tettigoniidae","katydids","Family","Exact Match","Insects","Tettigoniidae","","Florida",0,1,NA,"Animalia","Arthropoda","Insecta","Orthoptera","Tettigoniidae",NA
"Texamaurops reddelli","Kretschmarr Cave Mold Beetle","Species","Exact Match","Insects","Texamaurops reddelli,Texamaurops reddelli (Barr and Steeves)","Texas","Texas",1,1,"Endangered","Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae","Texamaurops"
"Texanobathynella bowmani","A bathynellid","Species","Exact Match","Other Invertebrates","Texanobathynella bowmani","","Texas",0,1,NA,"Animalia","Arthropoda","Malacostraca","Bathynellacea","Parabathynellidae","Texanobathynella"
"Texapyrgus longleyi","Striated Hydrobe","Species","Exact Match","Mollusks","Texapyrgus longleyi","","Texas",0,1,NA,"Animalia","Mollusca","Gastropoda","Neotaenioglossa","Hydrobiidae","Texapyrgus"
"Texella brevidenta","A cave obligate harvestman","Species","Exact Match","Arachnids","Texella brevidenta","Texas","Texas",1,1,NA,"Animalia","Arthropoda","Arachnida","Opiliones","Phalangodidae","Texella"
"Texella brevistyla","A cave obligate harvestman","Species","Exact Match","Arachnids","Texella brevistyla","Texas","Texas",1,1,NA,"Animalia","Arthropoda","Arachnida","Opiliones","Phalangodidae","Texella"
"Texella cokendolpheri","Cokendolpher Cave Harvestman","Species","Exact Match","Arachnids","Texella cokendolpheri","Texas","Texas",1,1,"Endangered","Animalia","Arthropoda","Arachnida","Opiliones","Phalangodidae","Texella"
"Texella diplospina","A cave obligate harvestman","Species","Exact Match","Arachnids","Texella diplospina","Texas","Texas",1,1,NA,"Animalia","Arthropoda","Arachnida","Opiliones","Phalangodidae","Texella"
"Texella grubbsi","A cave obligate harvestman","Species","Exact Match","Arachnids","Texella grubbsi","Texas","Texas",1,1,NA,"Animalia","Arthropoda","Arachnida","Opiliones","Phalangodidae","Texella"
"Texella hardeni","A cave obligate harvestman","Species","Exact Match","Arachnids","Texella hardeni","Texas","Texas",1,1,NA,"Animalia","Arthropoda","Arachnida","Opiliones","Phalangodidae","Texella"
"Texella mulaiki","A cave obligate harvestman","Species","Exact Match","Other Invertebrates","Texella mulaiki,Texella mulaiki (Goodnight and Goodnight)","Texas","Texas",1,1,NA,"Animalia","Arthropoda","Arachnida","Opiliones","Phalangodidae","Texella"
"Texella reddelli","Reddell harvestman","Species","Exact Match","Other Invertebrates","Texella reddelli,Texella reddelli (Goodnight and Goodnight)","Texas","Texas",1,1,"Endangered","Animalia","Arthropoda","Arachnida","Opiliones","Phalangodidae","Texella"
"Texella renkesae","A cave obligate harvestman","Species","Exact Match","Arachnids","Texella renkesae","Texas","Texas",1,1,NA,"Animalia","Arthropoda","Arachnida","Opiliones","Phalangodidae","Texella"
"Texella reyesi","Bone Cave harvestman","Species","Exact Match","Arachnids","Texella reyesi","Texas","Texas",1,1,"Endangered","Animalia","Arthropoda","Arachnida","Opiliones","Phalangodidae","Texella"
"Texella spinoperca","A cave obligate harvestman","Species","Exact Match","Arachnids","Texella spinoperca","Texas","Texas",1,1,NA,"Animalia","Arthropoda","Arachnida","Opiliones","Phalangodidae","Texella"
"Texiweckelia texensis","A cave obligate amphipod","Species","Exact Match","Other","Texiweckelia texensis","Texas","Texas",1,1,NA,"Animalia","Arthropoda","Malacostraca","Amphipoda","Hadziidae","Texiweckelia"
"Thalasseus maximus","Royal Tern","Species","Fuzzy Match","Birds","Sterna maxima,Stern maxima,Thalasseus maxima,Thalasseus maximus","Florida,Louisiana,Maryland,Mississippi,New Jersey,South Carolina,Virginia,Virgin Islands","California,Florida,Louisiana,Maryland,Mississippi,New Jersey,North Carolina,South Carolina,Virginia",8,9,NA,"Animalia","Chordata","Aves","Charadriiformes","Laridae","Thalasseus"
"Thalasseus sandvicensis","Sandwich Tern","Species","Fuzzy Match","Birds","Sterna sandvicensis,Sterna sandvicensis sandvicensis,Thalasseus sandvicensis","Florida,Louisiana,Maryland,Mississippi,South Carolina,Virgin Islands","Delaware,Florida,Louisiana,Maryland,Mississippi,North Carolina,South Carolina",6,7,NA,"Animalia","Chordata","Aves","Charadriiformes","Laridae","Thalasseus"
"Thalassia testudinum","Turtlegrass","Species","Exact Match","Plants","Thalassia testudinum","Texas","Louisiana",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Alismatales","Hydrocharitaceae","Thalassia"
"Thalassisobates littoralis","A millipede","Species","Exact Match","Other Invertebrates","Thalassisobates littoralis","Virginia","Virginia",1,1,NA,"Animalia","Arthropoda","Diplopoda","Julida","Nemasomatidae","Thalassisobates"
"Thalia dealbata","Water canna","Species","Exact Match","Plants","Thalia dealbata","Missouri","Missouri",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Zingiberales","Marantaceae","Thalia"
"Thalictrum arkansanum","Arkansas meadow-rue","Species","Exact Match","Plants","Thalictrum arkansanum","","Texas",0,1,"Species of Concern","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Thalictrum"
"Thalictrum clavatum","Mountain Meadowrue","Species","Exact Match","Plants","Thalictrum clavatum","","West Virginia",0,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Thalictrum"
"Thalictrum cooleyi","Cooley's Meadowrue","Species","Exact Match","Plants","Thalictrum cooleyi","Georgia","Georgia",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Thalictrum"
"Thalictrum coriaceum","Appalachian Meadowrue","Species","Exact Match","Plants","Thalictrum coriaceum","Georgia","Georgia,Tennessee",1,2,"Resolved Taxon","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Thalictrum"
"Thalictrum debile","Trailing Meadowrue","Species","Exact Match","Plants","Thalictrum debile","Georgia","Georgia",1,1,"Under Review in the Candidate or Petition Process","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Thalictrum"
"Thalictrum macrostylum","Reclined Meadow-rue","Species","Fuzzy Match","Plants","Thalictrum subrotundum","","South Carolina",0,1,"Species of Concern","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Thalictrum"
"Thalictrum revolutum","Waxyleaf Meadowrue","Species","Exact Match","Plants","Thalictrum revolutum","","Louisiana",0,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Thalictrum"
"Thalictrum texanum","Texas meadow-rue","Species","Exact Match","Plants","Thalictrum texanum","","Texas",0,1,"Species of Concern","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Thalictrum"
"Thambopasta howdeni","An antlike flower beetle","Species","Exact Match","Insects","Thambopasta howdeni","","Texas",0,1,NA,"Animalia","Arthropoda","Insecta","Coleoptera","Anthicidae","Thambopasta"
"Thamnophis cyrtopsis","Black-necked Gartersnake","Species","Exact Match","Reptiles","Thamnophis cyrtopsis","Colorado,Utah","Arizona,Colorado,Oklahoma,Utah",2,4,NA,"Animalia","Chordata","Reptilia","Squamata","Colubridae","Thamnophis"
"Thamnophis proximus","Western Ribbon Snake","Species","Exact Match","Reptiles","Thamnophis proximus,Thamnophis  proximus","Indiana,Nebraska,Wisconsin","Indiana,Iowa,Nebraska,New Mexico,Tennessee,Wisconsin",3,6,NA,"Animalia","Chordata","Reptilia","Squamata","Colubridae","Thamnophis"
"Thamnophis proximus proximus","Western Ribbon Snake","Subspecies","Exact Match","Reptiles","Thamnophis proximus proximus","Kentucky","Kentucky",1,1,NA,"Animalia","Chordata","Reptilia","Squamata","Colubridae","Thamnophis"
