"scientificname","commonname","taxonomicrank","matchmethod","taxonomicgroup","scientificnames_submitted","statelist_2005","statelist_2015","sgcn2005","sgcn2015","listingStatus","kingdom","phylum","class","order","family","genus"
"Pseudanophthalmus punctatus","Spotted cave beetle","Species","Exact Match","Insects","Pseudanophthalmus punctatus","Virginia","Virginia",1,1,"Species of Concern","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Pseudanophthalmus"
"Pseudanophthalmus pusio","A cave beetle","Species","Exact Match","Insects","Pseudanophthalmus pusio","Virginia","Virginia",1,1,NA,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Pseudanophthalmus"
"Pseudanophthalmus quadratus","Straley's Cave beetle","Species","Exact Match","Insects","Pseudanophthalmus quadratus","Virginia","Virginia",1,1,"Species of Concern","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Pseudanophthalmus"
"Pseudanophthalmus rotundatus","(a cave obligate beetle)","Species","Exact Match","Insects","Pseudanophthalmus rotundatus","Tennessee,Virginia","Tennessee,Virginia",2,2,NA,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Pseudanophthalmus"
"Pseudanophthalmus sanctipauli","Saint Paul cave beetle","Species","Exact Match","Insects","Pseudanophthalmus sanctipauli","Virginia","Virginia",1,1,"Under Review in the Candidate or Petition Process","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Pseudanophthalmus"
"Pseudanophthalmus seclusus","A cave beetle","Species","Exact Match","Insects","Pseudanophthalmus seclusus","Virginia","Virginia",1,1,NA,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Pseudanophthalmus"
"Pseudanophthalmus senecae","Seneca Cave Beetle","Species","Exact Match","Other Invertebrates","Pseudanophthalmus potomaca senecae,Pseudanophthalmus senecae","West Virginia","West Virginia",1,1,"Species of Concern","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Pseudanophthalmus"
"Pseudanophthalmus sericus","Silken cave beetle","Species","Exact Match","Insects","Pseudanophthalmus sericus","Virginia","Virginia",1,1,"Under Review in the Candidate or Petition Process","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Pseudanophthalmus"
"Pseudanophthalmus thomasi","Thomas' cave beetle","Species","Exact Match","Insects","Pseudanophthalmus thomasi","Virginia","Virginia",1,1,"Under Review in the Candidate or Petition Process","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Pseudanophthalmus"
"Pseudanophthalmus vicarius","Vicariant cave beetle","Species","Exact Match","Insects","Pseudanophthalmus vicarius","Virginia","Virginia",1,1,NA,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Pseudanophthalmus"
"Pseudanophthalmus virginicus","Maiden Spring cave beetle","Species","Exact Match","Insects","Pseudanophthalmus virginicus","Virginia","Virginia",1,1,"Under Review in the Candidate or Petition Process","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Pseudanophthalmus"
"Pseudemys concinna","River Cooter","Species","Exact Match","Reptiles","Pseudemys concinna","Illinois,Indiana,South Carolina,West Virginia","Illinois,Indiana,Oklahoma,South Carolina,West Virginia",4,5,"Species of Concern","Animalia","Chordata","Reptilia","Testudines","Emydidae","Pseudemys"
"Pseudemys rubriventris","Northern Red-bellied Cooter","Species","Exact Match","Reptiles","Pseudemys rubriventris,Pseudemys rubriventris pop. 1","Delaware,District of Columbia,Maryland,Massachusetts,Pennsylvania,West Virginia","Delaware,District of Columbia,Massachusetts,New Jersey,North Carolina,Pennsylvania,West Virginia",6,7,"Under Review in the Candidate or Petition Process","Animalia","Chordata","Reptilia","Testudines","Emydidae","Pseudemys"
"Pseudiron centralis","White sand-river mayfly","Species","Exact Match","Insects","Pseudiron centralis","Florida,Indiana,Virginia,Wisconsin","Colorado,Florida,Illinois,Virginia",4,4,NA,"Animalia","Arthropoda","Insecta","Ephemeroptera","Pseudironidae","Pseudiron"
"Pseudohermonassa tenuicula","Morrison's Sooty Dart Moth","Species","Exact Match","Insects","Pseudohermonassa tenuicula","","West Virginia",0,1,NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Pseudohermonassa"
"Pseudopanurgus andrenoides","no common name","Species","Exact Match","Other","Pseudopanurgus andrenoides","","New Jersey",0,1,NA,"Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Pseudopanurgus"
"Pseudopanurgus compositarum","no common name","Species","Exact Match","Other","Pseudopanurgus compositarum","","New Jersey",0,1,NA,"Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Pseudopanurgus"
"Pseudopanurgus nebrascensis","no common name","Species","Exact Match","Other","Pseudopanurgus nebrascensis","","New Jersey",0,1,NA,"Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Pseudopanurgus"
"Pseudopanurgus virginicus","A Slender Tri-color Mining Bee","Species","Exact Match","Insects","Pseudopanurgus virginicus","","District of Columbia",0,1,NA,"Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Pseudopanurgus"
"Pseudopleuronectes americanus","Winter Flounder","Species","Exact Match","Fish","Pseudopleuronectes americanus","Connecticut,New York,Rhode Island","Connecticut,Delaware,Maine,New Jersey,New York,Rhode Island",3,6,NA,"Animalia","Chordata","Teleostei","Pleuronectiformes","Pleuronectidae","Pseudopleuronectes"
"Pseudopolydesmus paludicolus","A millipede","Species","Fuzzy Match","Other Invertebrates","Pseudopolydesmus paludicolous","Virginia","Virginia",1,1,NA,"Animalia","Arthropoda","Diplopoda","Polydesmida","Polydesmidae","Pseudopolydesmus"
"Pseudosinella","A Springtail","Genus","Exact Match","Other Invertebrates","Pseudosinella sp.,Pseudosinella sp 1,Pseudosinella sp. 5,Pseudosinella sp. 6,Pseudosinella sp. 7 nr. Nata,Pseudosinella sp. 8","Tennessee,West Virginia","Tennessee,West Virginia",2,2,NA,"Animalia","Arthropoda","Collembola","Collembola","Entomobryidae","Pseudosinella"
"Pseudosinella certa","Gandy Creek Cave Springtail","Species","Exact Match","Other Invertebrates","Pseudosinella certa","West Virginia","West Virginia",1,1,"Species of Concern","Animalia","Arthropoda","Collembola","Collembola","Entomobryidae","Pseudosinella"
"Pseudosinella orba","A Cave Springtail","Species","Exact Match","Other Invertebrates","Pseudosinella orba","Tennessee,West Virginia","Tennessee,West Virginia",2,2,NA,"Animalia","Arthropoda","Collembola","Collembola","Entomobryidae","Pseudosinella"
"Pseudosinella testa","Shelled Cave Springtail","Species","Exact Match","Other Invertebrates","Pseudosinella testa","Arkansas,West Virginia","Arkansas,West Virginia",2,2,"Species of Concern","Animalia","Arthropoda","Collembola","Collembola","Entomobryidae","Pseudosinella"
"Pseudotremia","General Davis Cave Millipede","Genus","Exact Match","Other Invertebrates","Pseudotremia n. sp.,Pseudotremia sp.,Pseudotremia sp 1,Pseudotremia sp. 1,Pseudotremia sp. 10,Pseudotremia sp. 5,Pseudotremia sp. 6,Pseudotremia sp. 7,Pseudotremia sp. 8,Pseudotremia sp. 9,Pseudotremia sp. (new TN species no.4 = SCA no.4),Pseudotremia sp. (new TN species no.5 = SCA no.3),Pseudotremia sp. (new TN species no.6 = SCA no.1),Pseudotremia sp. (new TN species no.7 = SCA no.2)","Tennessee,West Virginia","Tennessee,West Virginia",2,2,NA,"Animalia","Arthropoda","Diplopoda","Chordeumatida","Cleidogonidae","Pseudotremia"
"Pseudotremia alecto","A millipede","Species","Exact Match","Other Invertebrates","Pseudotremia alecto","Virginia","Virginia",1,1,NA,"Animalia","Arthropoda","Diplopoda","Chordeumatida","Cleidogonidae","Pseudotremia"
"Pseudotremia armesi","A millipede","Species","Exact Match","Other Invertebrates","Pseudotremia armesi","Virginia","Virginia",1,1,NA,"Animalia","Arthropoda","Diplopoda","Chordeumatida","Cleidogonidae","Pseudotremia"
"Pseudotremia cavernarum","Ellett Valley Pseudotremia millipede","Species","Exact Match","Other Invertebrates","Pseudotremia cavernarum","Virginia","Virginia",1,1,NA,"Animalia","Arthropoda","Diplopoda","Chordeumatida","Cleidogonidae","Pseudotremia"
"Pseudotremia fulgida","Greenbrier Valley Cave Millipede","Species","Exact Match","Other Invertebrates","Pseudotremia fulgida","West Virginia","West Virginia",1,1,NA,"Animalia","Arthropoda","Diplopoda","Chordeumatida","Cleidogonidae","Pseudotremia"
"Pseudotremia lusciosa","Germany Valley Cave Millipede","Species","Exact Match","Other Invertebrates","Pseudotremia lusciosa","West Virginia","West Virginia",1,1,NA,"Animalia","Arthropoda","Diplopoda","Chordeumatida","Cleidogonidae","Pseudotremia"
"Pseudotremia momus","A millipede","Species","Exact Match","Other Invertebrates","Pseudotremia momus","Virginia","Virginia",1,1,NA,"Animalia","Arthropoda","Diplopoda","Chordeumatida","Cleidogonidae","Pseudotremia"
"Pseudotremia princeps","South Branch Valley Cave Millipede","Species","Exact Match","Other Invertebrates","Pseudotremia princeps","Virginia,West Virginia","Virginia,West Virginia",2,2,NA,"Animalia","Arthropoda","Diplopoda","Chordeumatida","Cleidogonidae","Pseudotremia"
"Pseudotremia sublevis","A millipede","Species","Exact Match","Other Invertebrates","Pseudotremia sublevis","Virginia","Virginia",1,1,NA,"Animalia","Arthropoda","Diplopoda","Chordeumatida","Cleidogonidae","Pseudotremia"
"Pseudotremia tuberculata","A millipede","Species","Exact Match","Other Invertebrates","Pseudotremia tuberculata","Virginia","Virginia",1,1,NA,"Animalia","Arthropoda","Diplopoda","Chordeumatida","Cleidogonidae","Pseudotremia"
"Pseudotremia valga","(a cave obligate millipede)","Species","Exact Match","Other Invertebrates","Pseudotremia valga","Tennessee,Virginia","Tennessee,Virginia",2,2,NA,"Animalia","Arthropoda","Diplopoda","Chordeumatida","Cleidogonidae","Pseudotremia"
"Pseudotriton diastictus","Midland Mud Salamander","Species","Fuzzy Match","Amphibians","Pseudotriton montanus diastictus","West Virginia","West Virginia",1,1,NA,"Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Pseudotriton"
"Pseudotriton montanus","Mud Salamander","Species","Exact Match","Amphibians","Pseudotriton m. montanus,Pseudotriton montanus","District of Columbia,Maryland,Mississippi,New Jersey,Ohio,Tennessee,Virginia","Delaware,Maryland,Mississippi,Ohio,Tennessee",7,5,NA,"Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Pseudotriton"
"Pseudotriton montanus montanus","mud salamander","Subspecies","Fuzzy Match","Amphibians","Pseudotriton montanus montanu,Pseudotriton montanus montanus","Delaware","New Jersey,Pennsylvania,Virginia",1,3,NA,"Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Pseudotriton"
"Pseudotriton ruber","Red Salamander","Species","Exact Match","Reptiles","Pseudotriton rubber,Pseudotriton ruber,Pseudotriton  ruber","Indiana,Maryland,Mississippi,New York,West Virginia","Delaware,District of Columbia,Indiana,Maryland,Mississippi",5,5,NA,"Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Pseudotriton"
"Pseudotriton ruber ruber","Northern Red Salamander","Subspecies","Fuzzy Match","Amphibians","Pseudotriton rubber ruber,Pseudotriton ruber ruber","District of Columbia,Ohio","New Jersey,Ohio,West Virginia",2,3,NA,"Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Pseudotriton"
"Psolus fabricii","Psolus","Species","Exact Match","Other Invertebrates","Psolus fabricii","","Maine",0,1,NA,"Animalia","Echinodermata","Holothuroidea","Dendrochirotida","Psolidae","Psolus"
"Psolus phantapus","Psolus","Species","Exact Match","Other Invertebrates","Psolus phantapus","","Maine",0,1,NA,"Animalia","Echinodermata","Holothuroidea","Dendrochirotida","Psolidae","Psolus"
"Pteronarcys comstocki","Spiny salmonfly","Species","Exact Match","Insects","Pteronarcys comstocki","New York,Pennsylvania,Virginia,West Virginia","Maine,Vermont,Virginia",4,3,NA,"Animalia","Arthropoda","Insecta","Plecoptera","Pteronarcyidae","Pteronarcys"
"Pteronarcys scotti","Carolina salmonfly","Species","Exact Match","Insects","Pteronarcys scotti","Virginia","Virginia",1,1,NA,"Animalia","Arthropoda","Insecta","Plecoptera","Pteronarcyidae","Pteronarcys"
"Pterospora andromedea","pinedrops","Species","Exact Match","Plants","Pterospora andromedea","Nebraska,Vermont","Nebraska,Vermont",2,2,NA,"Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","Pterospora"
"Pterostichus brevicornis brevicornis","A Ground Beetle","Subspecies","Exact Match","Insects","Pterostichus brevicornis brevicornis","","Vermont",0,1,NA,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Pterostichus"
"Pterostichus castor","A Ground Beetle","Species","Exact Match","Insects","Pterostichus castor","Vermont","Vermont",1,1,NA,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Pterostichus"
"Pterostichus pinguedineus","A Ground Beetle","Species","Exact Match","Insects","Pterostichus pinguedineus","Vermont","Vermont",1,1,NA,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Pterostichus"
"Pterostichus punctatissimus","A Ground Beetle","Species","Exact Match","Insects","Pterostichus punctatissimus","Vermont","Vermont",1,1,NA,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Pterostichus"
"Ptichodis bistrigata","Southern Ptichodis","Species","Exact Match","Insects","Ptichodis bistrigata","Massachusetts,New Jersey,Virginia,Wisconsin","Maryland,Massachusetts,New Jersey,Virginia",4,4,NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Ptichodis"
"Ptychatractus ligatus","Spindle Shell","Species","Exact Match","Mollusks","Ptychatractus ligatus","","Maine",0,1,NA,"Animalia","Mollusca","Gastropoda","Neogastropoda","Turbinellidae","Ptychatractus"
"Ptychobranchus fasciolaris","Kidneyshell","Species","Exact Match","Mollusks","Ptychobranchus fasciolaris,Ptychobranchus  fasciolaris","Alabama,Georgia,Illinois,Indiana,Michigan,Mississippi,New York,Ohio","Alabama,Georgia,Illinois,Indiana,Michigan,Mississippi,New York,Ohio,West Virginia",8,9,NA,"Animalia","Mollusca","Bivalvia","Unionoida","Unionidae","Ptychobranchus"
"Ptychobranchus subtentus","Fluted Kidneyshell","Species","Fuzzy Match","Mollusks","Ptychobranchus subtentum,Ptychobranchus subtentus","Alabama,Kentucky,Tennessee,Virginia","Alabama,Kentucky,Tennessee,Virginia",4,4,"Endangered","Animalia","Mollusca","Bivalvia","Unionoida","Unionidae","Ptychobranchus"
"Ptychomitrium incurvum","A Moss","Species","Exact Match","Plants","Ptychomitrium incurvum","Vermont","Vermont",1,1,NA,"Plantae","Bryophyta","Bryopsida","Grimmiales","Ptychomitriaceae","Ptychomitrium"
"Puffinus gravis","Great Shearwater","Species","Exact Match","Birds","Puffinus gravis","Delaware,Maine,New Jersey,New York","Delaware,Florida,Maine,New Jersey,Rhode Island",4,5,NA,"Animalia","Chordata","Aves","Procellariiformes","Procellariidae","Puffinus"
"Puffinus griseus","Sooty Shearwater","Species","Exact Match","Birds","Puffinus griseus","","Delaware,Florida,Massachusetts",0,3,NA,"Animalia","Chordata","Aves","Procellariiformes","Procellariidae","Puffinus"
"Puffinus lherminieri","Audubon's Shearwater","Species","Exact Match","Birds","Puffinus iherminieri,Puffinus Iherminieri,Puffinus lherminieri","American Samoa,Delaware,New Jersey,Puerto Rico,Virgin Islands","Delaware,Florida,Maryland,New Jersey",5,4,NA,"Animalia","Chordata","Aves","Procellariiformes","Procellariidae","Puffinus"
"Puffinus puffinus","Manx Shearwater","Species","Exact Match","Birds","Puffinus puffinus","New Jersey","Massachusetts,New Jersey",1,2,NA,"Animalia","Chordata","Aves","Procellariiformes","Procellariidae","Puffinus"
"Puma concolor couguar","Florida Panther","Subspecies","Fuzzy Match","Mammals","Felis concolor cougar,Felis concolor couguar,Puma concolor browni,Puma concolor coryi,Puma concolor couguar","California,Florida,Louisiana,Mississippi,New York,North Carolina,Ohio","Florida,Georgia,Mississippi,Vermont",7,4,"Endangered","Animalia","Chordata","Mammalia","Carnivora","Felidae","Puma"
"Punctum blandianum","Brown Spot","Species","Exact Match","Mollusks","Punctum blandianum","","West Virginia",0,1,NA,"Animalia","Mollusca","Gastropoda","Stylommatophora","Punctidae","Punctum"
"Punctum smithi","Lamellate Spot","Species","Exact Match","Mollusks","Punctum smithi","","West Virginia",0,1,NA,"Animalia","Mollusca","Gastropoda","Stylommatophora","Punctidae","Punctum"
"Punctum vitreum","Glass Spot","Species","Exact Match","Mollusks","Punctum vitreum","Delaware,Pennsylvania","Delaware,West Virginia",2,2,NA,"Animalia","Mollusca","Gastropoda","Stylommatophora","Punctidae","Punctum"
"Pungitius pungitius","N. American ninespine stickleback","Species","Fuzzy Match","Fish","Pungitius pungitius,Pungitius pungitius occidentalis,Pungitius pungitius occidentalis 3,Pungitius pungitius occidentalis 4","Alaska,New York","Alaska,Illinois,New York",2,3,NA,"Animalia","Chordata","Teleostei","Gasterosteiformes","Gasterosteidae","Pungitius"
"Pupilla muscorum","Widespread column","Species","Exact Match","Mollusks","Pupilla muscorum","Michigan,Virginia","Michigan,Pennsylvania,Virginia",2,3,NA,"Animalia","Mollusca","Gastropoda","Stylommatophora","Pupillidae","Pupilla"
"Pupoides albilabris","White-lip Dagger","Species","Exact Match","Mollusks","Pupoides albilabris","Delaware","Delaware,Pennsylvania,West Virginia",1,3,NA,"Animalia","Mollusca","Gastropoda","Stylommatophora","Pupillidae","Pupoides"
"Puto kosztarabi","Buffalo Mountain mealybug","Unknown Taxonomic Rank","Legacy Match","Insects","Puto kosztarabi","Virginia","Virginia",1,1,NA,NA,NA,NA,NA,NA,NA
"Pycnanthemum beadlei","Beadle's Mountainmint","Species","Exact Match","Plants","Pycnanthemum beadlei","","Tennessee,West Virginia",0,2,NA,"Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Pycnanthemum"
"Pycnanthemum clinopodioides","Basil Mountain-mint","Species","Exact Match","Plants","Pycnanthemum clinopodioides","","West Virginia",0,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Pycnanthemum"
"Pycnanthemum incanum","Hoary Mountain Mint","Species","Exact Match","Plants","Pycnanthemum incanum","Vermont","Vermont",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Pycnanthemum"
"Pycnanthemum loomisii","Loomis' Mountain-mint","Species","Exact Match","Plants","Pycnanthemum loomisii","","West Virginia",0,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Pycnanthemum"
"Pycnanthemum montanum","Thinleaf Mountainmint","Species","Exact Match","Plants","Pycnanthemum montanum","","South Carolina,West Virginia",0,2,NA,"Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Pycnanthemum"
"Pycnanthemum muticum","Short-toothed mountain mint","Species","Exact Match","Plants","Pycnanthemum muticum","Missouri,Vermont","Missouri,Vermont,West Virginia",2,3,NA,"Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Pycnanthemum"
"Pycnanthemum torrei","Torrey's Mountain-mint","Species","Exact Match","Plants","Pycnanthemum torrei","Missouri","Connecticut,Tennessee,West Virginia",1,3,"Species of Concern","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Pycnanthemum"
"Pyganodon cataracta","Eastern floater","Species","Exact Match","Mollusks","Pyganodon cataracta","Pennsylvania","West Virginia",1,1,NA,"Animalia","Mollusca","Bivalvia","Unionoida","Unionidae","Pyganodon"
"Pyganodon grandis","Giant Floater","Species","Exact Match","Mollusks","Pyganodon grandis","Kansas,Vermont,Wyoming","Vermont,West Virginia,Wyoming",3,3,NA,"Animalia","Mollusca","Bivalvia","Unionoida","Unionidae","Pyganodon"
"Pyganodon implicata","Alewife Floater","Species","Fuzzy Match","Mollusks","Anodonta implicata,Anodonta implicate","Delaware,District of Columbia,Maryland,New York,North Carolina,Pennsylvania,Rhode Island,South Carolina,Vermont,Virginia","Delaware,District of Columbia,Maine,Maryland,Massachusetts,New Hampshire,New York,North Carolina,Pennsylvania,Rhode Island,South Carolina,Vermont,Virginia",10,13,NA,"Animalia","Mollusca","Bivalvia","Unionoida","Unionidae","Pyganodon"
"Pygarctia abdominalis","Yellow-edged Pygarctia moth","Species","Exact Match","Insects","Pygarctia abdominalis","Virginia","New Jersey,Virginia",1,2,NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Pygarctia"
"Pyractomena dispersa","A Firefly","Species","Exact Match","Insects","Pyractomena dispersa","","Delaware",0,1,NA,"Animalia","Arthropoda","Insecta","Coleoptera","Lampyridae","Pyractomena"
"Pyractomena ecostata","A Firefly","Species","Exact Match","Insects","Pyractomena ecostata","","Delaware",0,1,NA,"Animalia","Arthropoda","Insecta","Coleoptera","Lampyridae","Pyractomena"
"Pyreferra ceromatica","Annointed Sallow Moth","Species","Exact Match","Insects","Pyreferra ceromatica","Connecticut,Indiana","Connecticut,Florida",2,2,"Species of Concern","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Pyreferra"
"Pyrgus wyandot","Southern grizzled skipper","Unknown Taxonomic Rank","Legacy Match","Insects","Pyrgus wyandot","District of Columbia,Maryland,Michigan,New Jersey,New York,Pennsylvania,West Virginia","Maryland,Michigan,New Jersey,New York,North Carolina,Pennsylvania,Virginia",7,7,NA,NA,NA,NA,NA,NA,NA
"Pyrola asarifolia ssp. asarifolia","Pink Pyrola","Subspecies","Exact Match","Plants","Pyrola asarifolia ssp. asarifolia","","Massachusetts,Vermont",0,2,NA,"Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","Pyrola"
"Pyrola chlorantha","Green-flower Wintergreen","Species","Exact Match","Plants","Pyrola chlorantha","","Nebraska,West Virginia",0,2,NA,"Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","Pyrola"
"Pyrola minor","lesser pyrola","Species","Exact Match","Plants","Pyrola minor","Vermont","Vermont",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","Pyrola"
"Pyrrhia aurantiago","Aureolaria Seed Borer","Species","Exact Match","Insects","Pyrrhia aurantiago","","Connecticut,Maryland,Massachusetts,New Jersey,Pennsylvania",0,5,NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Pyrrhia"
"Quadrula quadrula","Mapleleaf","Species","Exact Match","Mollusks","Quadrula quadrula","Kansas,New York,North Dakota,Pennsylvania,South Dakota,West Virginia,Wisconsin","Iowa,North Dakota,Pennsylvania,South Dakota,West Virginia,Wisconsin",7,6,NA,"Animalia","Mollusca","Bivalvia","Unionoida","Unionidae","Quadrula"
"Quercus coccinea","Scarlet Oak","Species","Exact Match","Plants","Quercus coccinea","Vermont","Louisiana,Vermont",1,2,NA,"Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus"
"Quercus ilicifolia","Scrub Oak","Species","Exact Match","Plants","Quercus ilicifolia","Vermont","Connecticut,Vermont",1,2,NA,"Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus"
"Quercus macrocarpa","Bur Oak","Species","Exact Match","Plants","Quercus macrocarpa","","Connecticut,Louisiana,Massachusetts",0,3,NA,"Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus"
"Quercus muehlenbergii","Yellow Oak","Species","Exact Match","Plants","Quercus muehlenbergii","","Massachusetts",0,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus"
"Quercus prinoides","Dwarf Chinquapin Oak","Species","Exact Match","Plants","Quercus prinoides","Missouri,Nebraska,Vermont","Connecticut,Missouri,Vermont,West Virginia",3,4,NA,"Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus"
"Quercus shumardii","Shumard Oak","Species","Exact Match","Plants","Quercus shumardii","","West Virginia",0,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus"
"Quercus stellata","Post Oak","Species","Exact Match","Plants","Quercus stellata","","Connecticut",0,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus"
"Quercus velutina","Black Oak","Species","Exact Match","Plants","Quercus velutina","","Connecticut",0,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus"
"Quiscalus major","Boat-tailed grackle","Species","Exact Match","Birds","Quiscalus major","Maryland","Maryland",1,1,NA,"Animalia","Chordata","Aves","Passeriformes","Icteridae","Quiscalus"
"Radula obconica","no common name","Species","Exact Match","Plants","Radula obconica","Vermont","Vermont",1,1,NA,"Plantae","Marchantiophyta","Jungermanniopsida","Porellales","Radulaceae","Radula"
"Raja","Skates","Genus","Exact Match","Fish","Raja spp.","Rhode Island","Rhode Island",1,1,NA,"Animalia","Chordata","Chondrichthyes","Rajiformes","Rajidae","Raja"
"Raja eglanteria","Clearnose Skate","Species","Exact Match","Fish","Raja eglanteria","Connecticut,New York,South Carolina","Connecticut,New York",3,2,NA,"Animalia","Chordata","Chondrichthyes","Rajiformes","Rajidae","Raja"
"Rallus elegans","King Rail","Species","Exact Match","Birds","Rallus elegans,Rallus elegans 15,Rallus elegans 16","Arkansas,Connecticut,Delaware,Georgia,Illinois,Indiana,Iowa,Kentucky,Louisiana,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Nebraska,New Jersey,New York,North Carolina,Ohio,Oklahoma,Pennsylvania,Rhode Island,South Carolina,Tennessee,Texas,Virginia,West Virginia,Wisconsin","Alabama,Arkansas,Connecticut,Delaware,Florida,Georgia,Illinois,Indiana,Iowa,Kentucky,Louisiana,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Nebraska,New Jersey,New York,North Carolina,Ohio,Oklahoma,Pennsylvania,Rhode Island,South Carolina,Tennessee,Texas,Virginia,Wisconsin",29,30,"Species of Concern","Animalia","Chordata","Aves","Gruiformes","Rallidae","Rallus"
"Rallus limicola","Virginia Rail","Species","Exact Match","Birds","Rallus limicola","Connecticut,District of Columbia,Indiana,Kentucky,Michigan,Minnesota,Missouri,Nebraska,New Jersey,North Carolina,Ohio,Pennsylvania,Texas,Virginia,West Virginia,Wyoming","Arizona,Connecticut,Delaware,District of Columbia,Indiana,Kentucky,Minnesota,Missouri,New Jersey,North Carolina,Ohio,Pennsylvania,Rhode Island,South Carolina,Tennessee,Virginia,West Virginia,Wyoming",16,18,NA,"Animalia","Chordata","Aves","Gruiformes","Rallidae","Rallus"
"Rallus longirostris","Clapper Rail","Species","Exact Match","Birds","Rallus longirostris","Connecticut,Louisiana,New Jersey,Puerto Rico,Rhode Island,Texas,Virginia,Virgin Islands","Connecticut,Delaware,New Jersey,Rhode Island,South Carolina,Virginia",8,6,"Species of Concern","Animalia","Chordata","Aves","Gruiformes","Rallidae","Rallus"
"Ramphocorixa acuminata","Acuminate water boatman","Species","Exact Match","Insects","Ramphocorixa acuminata","Virginia,Wisconsin","Virginia,Wisconsin",2,2,NA,"Animalia","Arthropoda","Insecta","Hemiptera","Corixidae","Ramphocorixa"
"Ranatra drakei","Drake's water scorpion","Species","Exact Match","Insects","Ranatra drakei","Virginia","Virginia",1,1,NA,"Animalia","Arthropoda","Insecta","Hemiptera","Nepidae","Ranatra"
"Ranunculus allegheniensis","Allegheny Crowfoot","Species","Exact Match","Plants","Ranunculus allegheniensis","Vermont","Vermont",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Ranunculus"
"Ranunculus hispidus var. caricetorum","Northern Marsh Buttercup","Variety","Fuzzy Match","Plants","Ranunculus caricetorum,Ranunculus hispidus var. caricetorum","Nebraska","Nebraska,West Virginia",1,2,NA,"Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Ranunculus"
