"scientificname","commonname","taxonomicrank","matchmethod","taxonomicgroup","scientificnames_submitted","statelist_2005","statelist_2015","sgcn2005","sgcn2015","listingStatus","kingdom","phylum","class","order","family","genus"
"Porites bernardi","false lichen coral","Unknown Taxonomic Rank","Legacy Match","Other Invertebrates","Porites bernardi","Hawaii","Hawaii",1,1,NA,NA,NA,NA,NA,NA,NA
"Porites brighami","Brighams Coral","Species","Exact Match","Other Invertebrates","Porites brighami","Hawaii","Hawaii",1,1,NA,"Animalia","Cnidaria","Anthozoa","Scleractinia","Poritidae","Porites"
"Porites compressa","finger coral, po haku puna, akoakoa","Species","Exact Match","Other Invertebrates","Porites compressa","Hawaii","Hawaii",1,1,NA,"Animalia","Cnidaria","Anthozoa","Scleractinia","Poritidae","Porites"
"Porites duerdeni","Thick Finger Coral","Species","Followed Accepted AphiaID","Other Invertebrates","Porites duerdeni","Hawaii","Hawaii",1,1,NA,"Animalia","Cnidaria","Anthozoa","Scleractinia","Poritidae","Porites"
"Porites evermanni","Evermann's Coral","Species","Exact Match","Other Invertebrates","Porites evermanni","Hawaii","Hawaii",1,1,NA,"Animalia","Cnidaria","Anthozoa","Scleractinia","Poritidae","Porites"
"Porites lichen","Lichen Coral","Species","Exact Match","Other Invertebrates","Porites lichen","Hawaii","Hawaii",1,1,NA,"Animalia","Cnidaria","Anthozoa","Scleractinia","Poritidae","Porites"
"Porites lobata","lobe coral, po haku puna, akoakoa","Species","Exact Match","Other Invertebrates","Porites lobata","Hawaii","Hawaii",1,1,NA,"Animalia","Cnidaria","Anthozoa","Scleractinia","Poritidae","Porites"
"Porites pukoensis","no common name","Species","Exact Match","Other Invertebrates","Porites pukoensis","Hawaii","Hawaii",1,1,NA,"Animalia","Cnidaria","Anthozoa","Scleractinia","Poritidae","Porites"
"Porites rus","plate and pillar coral","Species","Exact Match","Other Invertebrates","Porites convexa,Porites rus","Hawaii","Hawaii",1,1,NA,"Animalia","Cnidaria","Anthozoa","Scleractinia","Poritidae","Porites"
"Porites solida","solid coral","Species","Exact Match","Other Invertebrates","Porites solida","Hawaii","Hawaii",1,1,NA,"Animalia","Cnidaria","Anthozoa","Scleractinia","Poritidae","Porites"
"Porites studeri","deep lobe coral","Species","Followed Accepted AphiaID","Other Invertebrates","Porites studeri","Hawaii","Hawaii",1,1,NA,"Animalia","Cnidaria","Anthozoa","Scleractinia","Poritidae","Porites"
"Portulaca","no common name","Genus","Exact Match","Plants","Portulaca sp. A","Hawaii","Hawaii",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Portulacaceae","Portulaca"
"Portulaca sclerocarpa","no common name","Species","Exact Match","Plants","Portulaca sclerocarpa","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Portulacaceae","Portulaca"
"Portulaca villosa","<U+02BB>Ihi","Species","Exact Match","Other","Portulaca villosa","","Hawaii",0,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Portulacaceae","Portulaca"
"Postelsia palmaeformis","Sea Palm","Species","Exact Match","Plants","Postelsia palmaeformis","","Oregon",0,1,NA,"Chromista","Phaeophyta","Phaeophyceae","Laminariales","Lessoniaceae","Postelsia"
"Pouteria sandwicensis","aulu, kaulu","Species","Fuzzy Match","Plants","Sideroxylon sandwicense","Hawaii","Hawaii",1,1,"Resolved Taxon","Plantae","Tracheophyta","Magnoliopsida","Ericales","Sapotaceae","Pouteria"
"Priacanthus meeki","Hawaiian bigeye, aweoweo","Species","Exact Match","Fish","Priacanthus meeki","Hawaii","Hawaii",1,1,NA,"Animalia","Chordata","Teleostei","Perciformes","Priacanthidae","Priacanthus"
"Prionocidaris thomasi","Thomas's sea urchin","Species","Followed Accepted AphiaID","Other Invertebrates","Actinocidaris thomasi","Hawaii","Hawaii",1,1,NA,"Animalia","Echinodermata","Echinoidea","Cidaroida","Cidaridae","Prionocidaris"
"Pristiloma pilsbryi","Crowned tightcoil","Species","Exact Match","Mollusks","Pristiloma pilsbryi","Washington","Washington",1,1,NA,"Animalia","Mollusca","Gastropoda","Stylommatophora","Zonitidae","Pristiloma"
"Pristiloma wascoense","Shiny Tightcoil","Species","Exact Match","Mollusks","Pristiloma wascoense","Idaho","Idaho",1,1,NA,"Animalia","Mollusca","Gastropoda","Stylommatophora","Zonitidae","Pristiloma"
"Pristinicola hemphilli","Pristine Pyrg","Species","Exact Match","Mollusks","Pristinicola hemphilli","California,Idaho","California,Idaho",2,2,NA,"Animalia","Mollusca","Gastropoda","Neotaenioglossa","Hydrobiidae","Pristinicola"
"Pristipomoides auricilla","glodflag jobfish, kali kali","Species","Fuzzy Match","Fish","Pristipomoides auricillia","Hawaii","Hawaii",1,1,NA,"Animalia","Chordata","Teleostei","Perciformes","Lutjanidae","Pristipomoides"
"Pristipomoides filamentosus","opakapaka","Species","Exact Match","Fish","Pristipomoides filamentosus","Hawaii","Hawaii",1,1,NA,"Animalia","Chordata","Teleostei","Perciformes","Lutjanidae","Pristipomoides"
"Pristipomoides sieboldii","kalekale","Species","Fuzzy Match","Fish","Pristipomoides sieboldi","Hawaii","Hawaii",1,1,NA,"Animalia","Chordata","Teleostei","Perciformes","Lutjanidae","Pristipomoides"
"Pristipomoides zonatus","gindai, ukikiki","Species","Exact Match","Fish","Pristipomoides zonatus","Hawaii","Hawaii",1,1,NA,"Animalia","Chordata","Teleostei","Perciformes","Lutjanidae","Pristipomoides"
"Pritchardia","no common name","Genus","Exact Match","Plants","Pritchardia sp. 1,Pritchardia spp.","Hawaii","Hawaii",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Arecales","Arecaceae","Pritchardia"
"Pritchardia beccariana","loulu","Species","Fuzzy Match","Plants","Pritchardia beccarriana","Hawaii","Hawaii",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Arecales","Arecaceae","Pritchardia"
"Pritchardia glabrata","loulu","Species","Exact Match","Plants","Pritchardia glabrata","Hawaii","Hawaii",1,1,"Resolved Taxon","Plantae","Tracheophyta","Magnoliopsida","Arecales","Arecaceae","Pritchardia"
"Pritchardia hardyi","Lo<U+02BB>ulu","Species","Exact Match","Other","Pritchardia hardyi","","Hawaii",0,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Arecales","Arecaceae","Pritchardia"
"Pritchardia kaalae","Lo<U+02BB>ulu","Species","Exact Match","Plants","Pritchardia kaalae","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Arecales","Arecaceae","Pritchardia"
"Pritchardia maideniana","loulu","Species","Fuzzy Match","Plants","Pritchardia affinis,Pritchardia maideniana","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Arecales","Arecaceae","Pritchardia"
"Pritchardia martii","No Common Name","Species","Fuzzy Match","Other","Pitchardia kahukuensis","","Hawaii",0,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Arecales","Arecaceae","Pritchardia"
"Pritchardia munroi","loulu","Species","Exact Match","Plants","Pritchardia munroi","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Arecales","Arecaceae","Pritchardia"
"Pritchardia napaliensis","Lo<U+02BB>ulu","Species","Exact Match","Plants","Pritchardia napaliensis","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Arecales","Arecaceae","Pritchardia"
"Pritchardia remota","loulu","Species","Fuzzy Match","Plants","Pritchardia aylmer-robinsonii,Pritchardia remota","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Arecales","Arecaceae","Pritchardia"
"Pritchardia schattaueri","loulu","Species","Exact Match","Plants","Pritchardia schattaueri","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Arecales","Arecaceae","Pritchardia"
"Pritchardia viscosa","loulu","Species","Exact Match","Plants","Pritchardia viscosa","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Arecales","Arecaceae","Pritchardia"
"Procanace","Beach Flies","Genus","Exact Match","Other","Procanace spp.","","Hawaii",0,1,NA,"Animalia","Arthropoda","Insecta","Diptera","Canaceidae","Procanace"
"Procaris hawaiiana","no common name","Species","Fuzzy Match","Other","Procaris hawaiana","Hawaii","Hawaii",1,1,"Endangered","Animalia","Arthropoda","Malacostraca","Decapoda","Procarididae","Procaris"
"Procelsterna cerulea","Blue-gray Noddy","Species","Exact Match","Birds","Procelsterna cerulea","Hawaii","Hawaii",1,1,NA,"Animalia","Chordata","Aves","Charadriiformes","Laridae","Procelsterna"
"Progne subis","Purple Martin","Species","Exact Match","Birds","Progne subis","California,Connecticut,Maine,Michigan,New Hampshire,Ohio,Oregon,Rhode Island,Vermont,Washington","California,Colorado,Connecticut,District of Columbia,Florida,Iowa,Maine,Massachusetts,Minnesota,New Hampshire,New Jersey,Pennsylvania,South Carolina,Vermont,Washington,Wisconsin",10,16,NA,"Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Progne"
"Progne subis arboricola","Western Purple Martin","Subspecies","Exact Match","Birds","Progne subis arboricola","Arizona","Arizona,Oregon",1,2,NA,"Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Progne"
"Prophysaon coeruleum","Bluegray taildropper","Species","Exact Match","Mollusks","Prophysaon coeruleum","Washington","Idaho,Washington",1,2,NA,"Animalia","Mollusca","Gastropoda","Stylommatophora","Arionidae","Prophysaon"
"Prophysaon dubium","Papillose Taildropper","Species","Exact Match","Mollusks","Prophysaon dubium","","Idaho",0,1,NA,"Animalia","Mollusca","Gastropoda","Stylommatophora","Arionidae","Prophysaon"
"Prophysaon vanattae pardalis","Spotted taildropper","Unknown Taxonomic Rank","Legacy Match","Mollusks","Prophysaon vanattae pardalis","Oregon","Washington",1,1,NA,NA,NA,NA,NA,NA,NA
"Prosopium abyssicola","Bear Lake Whitefish","Species","Exact Match","Fish","Prosopium abyssicola","Idaho,Utah","Idaho,Utah",2,2,"Resolved Taxon","Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Prosopium"
"Prosopium coulterii","pygmy whitefish","Species","Fuzzy Match","Fish","Prosopium coulteri,Prosopium coulterii","Alaska,Idaho,Michigan,Minnesota,Washington","Alaska,Minnesota,Washington",5,3,NA,"Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Prosopium"
"Prosopium gemmifer","Bonneville Cisco","Species","Exact Match","Fish","Prosopium gemmifer","Idaho,Utah","Idaho,Utah",2,2,"Resolved Taxon","Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Prosopium"
"Prosopium spilonotus","Bonneville Whitefish","Species","Exact Match","Fish","Prosopium spilonotus","Idaho,Utah","Idaho,Utah",2,2,"Resolved Taxon","Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Prosopium"
"Psammocora explanulata","flat coral","Species","Exact Match","Other Invertebrates","Psammocora explanulata","Hawaii","Hawaii",1,1,NA,"Animalia","Cnidaria","Anthozoa","Scleractinia","Siderastreidae","Psammocora"
"Psammocora haimeana","Haime's Lump Coral","Species","Exact Match","Other Invertebrates","Psammocora haimeana","Hawaii","Hawaii",1,1,NA,"Animalia","Cnidaria","Anthozoa","Scleractinia","Siderastreidae","Psammocora"
"Psammocora nierstraszi","Verril's lump coral","Species","Followed Accepted AphiaID","Other Invertebrates","Psammocora nierstraszi,Psammocora verrilli","Hawaii","Hawaii",1,1,NA,"Animalia","Cnidaria","Anthozoa","Scleractinia","Psammocoridae","Psammocora"
"Psammocora stellata","Stellar Coral","Species","Exact Match","Other Invertebrates","Psammocora stellata","Hawaii","Hawaii",1,1,NA,"Animalia","Cnidaria","Anthozoa","Scleractinia","Siderastreidae","Psammocora"
"Psammocora superficialis","superficial coral","Species","Exact Match","Other Invertebrates","Psammocora superficialis","Hawaii","Hawaii",1,1,NA,"Animalia","Cnidaria","Anthozoa","Scleractinia","Siderastreidae","Psammocora"
"Pseudanthias thompsoni","Hawaiian anthias","Species","Exact Match","Fish","Pseudanthias thompsoni","Hawaii","Hawaii",1,1,NA,"Animalia","Chordata","Teleostei","Perciformes","Serranidae","Pseudanthias"
"Pseudisidora rubella","no common name","Species","Followed Accepted AphiaID","Mollusks","Lymnaea rubella","Hawaii","Hawaii",1,1,NA,"Animalia","Mollusca","Gastropoda","Hygrophila","Lymnaeidae","Pseudisidora"
"Pseudobiceros","Hawaiian spotted flatworm","Genus","Exact Match","Other Invertebrates","Pseudobiceros sp. 2","Hawaii","Hawaii",1,1,NA,"Animalia","Platyhelminthes","Trepaxonemata","Polycladida","Pseudocerotidae","Pseudobiceros"
"Pseudocaranx dentex","thick ulua, pig ulua, butaguchi","Species","Exact Match","Fish","Pseudocaranx dentex","Hawaii","Hawaii",1,1,NA,"Animalia","Chordata","Teleostei","Perciformes","Carangidae","Pseudocaranx"
"Pseudochlorodesmis hawaiiensis","no common name","Unknown Taxonomic Rank","Legacy Match","Other","Pseudochlorodesmis hawaiiensis","Hawaii","Hawaii",1,1,NA,NA,NA,NA,NA,NA,NA
"Pseudognaphalium sandwicensium var. molokaiense","<U+02BB>Ena<U+02BB>ena","Variety","Exact Match","Other","Pseudognaphalium sandwicensium var. molokaiense","","Hawaii",0,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Pseudognaphalium"
"Pseudogramma polyacanthum hawaiiensis","palespotted podge","Subspecies","Exact Match","Fish","Pseudogramma polyacanthum hawaiiensis","Hawaii","Hawaii",1,1,NA,"Animalia","Chordata","Teleostei","Perciformes","Serranidae","Pseudogramma"
"Pseudonestor xanthophrys","Maui parrotbill, kikekoa","Species","Exact Match","Birds","Pseudonestor xanthophrys","Hawaii","Hawaii",1,1,"Endangered","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Pseudonestor"
"Pseudopalicus oahuensis","Button Crab","Species","Fuzzy Match","Other","Pseudopalicus oahuensi,Pseudopalicus oahuensis","Hawaii","Hawaii",1,1,NA,"Animalia","Arthropoda","Malacostraca","Decapoda","Palicidae","Pseudopalicus"
"Pseudorca crassidens","False killer whale","Species","Exact Match","Mammals","Pseudorca crassidens","American Samoa,Hawaii,Puerto Rico,Texas","Hawaii,Texas",4,2,"Endangered","Animalia","Chordata","Mammalia","Cetacea","Delphinidae","Pseudorca"
"Pseudoscorpiones","pseudoscorpions","Order","Fuzzy Match","Arachnids","Pseudoscorpionid,Pseudoscorpionida","Hawaii","Hawaii",1,1,NA,"Animalia","Arthropoda","Arachnida","Pseudoscorpiones",NA,NA
"Psilogobius mainlandi","Mainland's goby","Species","Exact Match","Fish","Psilogobius mainlandi","Hawaii","Hawaii",1,1,NA,"Animalia","Chordata","Teleostei","Perciformes","Gobiidae","Psilogobius"
"Psittirostra psittacea","ou","Species","Exact Match","Birds","Psittirostra psittacea","Hawaii","Hawaii",1,1,"Endangered","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Psittirostra"
"Psocodea","bark lice, psocids","Order","Fuzzy Match","Insects","Phthiraptera,Psocoptera","Hawaii","Hawaii",1,1,NA,"Animalia","Arthropoda","Insecta","Psocodea",NA,NA
"Psychoglypha browni","A caddisfly","Species","Exact Match","Insects","Psychoglypha browni","","Washington",0,1,NA,"Animalia","Arthropoda","Insecta","Trichoptera","Limnephilidae","Psychoglypha"
"Psychoglypha smithi","A Caddisfly","Species","Exact Match","Insects","Psychoglypha smithi","","Idaho",0,1,NA,"Animalia","Arthropoda","Insecta","Trichoptera","Limnephilidae","Psychoglypha"
"Psychotria","kopiko","Genus","Exact Match","Plants","Psychotria sp.","Hawaii","Hawaii",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","Psychotria"
"Psychotria grandiflora","kopiko","Species","Exact Match","Plants","Psychotria grandiflora","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","Psychotria"
"Psychotria hawaiiensis","kopiko","Species","Fuzzy Match","Plants","Pyschotria hawaiiensis","Hawaii","Hawaii",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","Psychotria"
"Psychotria hexandra var. oahuensis","kopiko","Variety","Exact Match","Plants","Psychotria hexandra var. oahuensis","Hawaii","Hawaii",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","Psychotria"
"Psychotria hobdyi","no common name","Species","Exact Match","Plants","Psychotria hobdyi","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","Psychotria"
"Psydrax odorata","alahee","Species","Fuzzy Match","Plants","Canthium odoratum,Psydrax odorata","Hawaii","Hawaii",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","Psydrax"
"Pteralyxia kauaiensis","Kaulu","Species","Exact Match","Plants","Pteralyxia kauaiensis","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Apocynaceae","Pteralyxia"
"Pteralyxia laurifolia","Kaulu","Species","Fuzzy Match","Plants","Pteralyxia macrocarpa","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Apocynaceae","Pteralyxia"
"Pteria brunnea","Winged Pearl Oyster","Species","Exact Match","Mollusks","Pteria brunnea","Hawaii","Hawaii",1,1,NA,"Animalia","Mollusca","Bivalvia","Ostreida","Pteriidae","Pteria"
"Pteris lydgatei","no common name","Species","Fuzzy Match","Plants","Pteris lidgatei","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Pteridaceae","Pteris"
"Pterocladiella bulbosa","no common name","Species","Exact Match","Other","Pterocladiella bulbosa","Hawaii","Hawaii",1,1,NA,"Plantae","Rhodophyta","Florideophyceae","Gelidiales","Pterocladiaceae","Pterocladiella"
"Pterodroma hypoleuca","Bonin Petrel","Species","Exact Match","Birds","Pterodroma hypoleuca","Hawaii","Hawaii",1,1,NA,"Animalia","Chordata","Aves","Procellariiformes","Procellariidae","Pterodroma"
"Pterodroma sandwichensis","Hawaiian Petrel, ‘Ua‘u","Species","Exact Match","Birds","Pterodroma sandwichensis","Hawaii","Hawaii",1,1,"Endangered","Animalia","Chordata","Aves","Procellariiformes","Procellariidae","Pterodroma"
"Pterois sphex","Hawaiian turkeyfish, Hawaiian lionfish, nohu pinao","Species","Exact Match","Fish","Pterois sphex","Hawaii","Hawaii",1,1,NA,"Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Pterois"
"Pteropsaron incisum","no common name","Species","Fuzzy Match","Fish","Osopsaron incisum","Hawaii","Hawaii",1,1,NA,"Animalia","Chordata","Teleostei","Perciformes","Percophidae","Pteropsaron"
"Pteropus mariannus mariannus","Mariana Fruit Bat","Subspecies","Exact Match","Mammals","Pteropus mariannus mariannus","Guam","Northern Mariana Islands",1,1,"Threatened","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Pteropus"
"Ptilinopus roseicapilla","Mariana Fruit Dove","Species","Exact Match","Birds","Ptilinopus roseicapilla","Guam,Northern Mariana Islands","Northern Mariana Islands",2,1,"Resolved Taxon","Animalia","Chordata","Aves","Columbiformes","Columbidae","Ptilinopus"
"Puffinus nativitatis","Christmas Shearwater","Species","Exact Match","Birds","Puffinus nativitatis,Puffinus nativitatus","American Samoa,Hawaii","Hawaii",2,1,NA,"Animalia","Chordata","Aves","Procellariiformes","Procellariidae","Puffinus"
"Puffinus newelli","Newell's Shearwater, ‘A‘o","Species","Fuzzy Match","Birds","Puffinus auricularis newelli","Hawaii","Hawaii",1,1,"Threatened","Animalia","Chordata","Aves","Procellariiformes","Procellariidae","Puffinus"
"Puffinus pacificus","sea bird","Species","Exact Match","Birds","Puffinus pacificus","American Samoa,Hawaii,Northern Mariana Islands","Hawaii",3,1,NA,"Animalia","Chordata","Aves","Procellariiformes","Procellariidae","Puffinus"
"Pustularia mauiensis","Maui cowry, leho","Species","Followed Accepted AphiaID","Mollusks","Cypraea mauiensis","Hawaii","Hawaii",1,1,NA,"Animalia","Mollusca","Gastropoda","Littorinimorpha","Cypraeidae","Pustularia"
"Pycnocraspedum armatum","no common name","Species","Exact Match","Fish","Pycnocraspedum armatum","Hawaii","Hawaii",1,1,NA,"Animalia","Chordata","Teleostei","Ophidiiformes","Ophidiidae","Pycnocraspedum"
"Pycnopodia helianthoides","Sunflower Star","Species","Exact Match","Other Invertebrates","Pycnopodia helianthoides","","Oregon",0,1,NA,"Animalia","Echinodermata","Asteroidea","Forcipulatida","Pycnopodiidae","Pycnopodia"
"Pyrgulopsis archimedis","Archimedes springsnail","Species","Fuzzy Match","Mollusks","Pygulopsis archimedis,Pyrgulopsis archimedis","California,Oregon","Oregon",2,1,NA,"Animalia","Mollusca","Gastropoda","Neotaenioglossa","Hydrobiidae","Pyrgulopsis"
"Pyrgulopsis bruneauensis","Bruneau Hot Springsnail","Species","Exact Match","Mollusks","Pyrgulopsis bruneauensis","Idaho","Idaho",1,1,"Endangered","Animalia","Mollusca","Gastropoda","Neotaenioglossa","Hydrobiidae","Pyrgulopsis"
"Pyrgulopsis pilsbryana","Bear Lake Springsnail","Species","Exact Match","Mollusks","Pyrgulopsis pilsbryana","Idaho,Utah,Wyoming","Idaho,Utah",3,2,NA,"Animalia","Mollusca","Gastropoda","Neotaenioglossa","Hydrobiidae","Pyrgulopsis"
"Pyrrocoma radiata","Snake River Goldenweed","Species","Exact Match","Plants","Pyrrocoma radiata","Oregon","Oregon",1,1,"Species of Concern","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Pyrrocoma"
"Racomitrium lanuginosum","No Common Name","Species","Exact Match","Plants","Racomitrium lanuginosum","Hawaii","Hawaii",1,1,NA,"Plantae","Bryophyta","Bryopsida","Grimmiales","Grimmiaceae","Racomitrium"
"Raja binoculata","Big Skate","Species","Exact Match","Fish","Raja binoculata,Raja (Dipturus) binoculata","Alaska","Oregon",1,1,NA,"Animalia","Chordata","Chondrichthyes","Rajiformes","Rajidae","Raja"
"Rana aurora","northern red-legged frog","Species","Exact Match","Amphibians","Rana aurora,Rana aurora aurora","California,Oregon","California,Oregon",2,2,"Species of Concern","Animalia","Chordata","Amphibia","Anura","Ranidae","Rana"
"Rana boylii","foothill yellow-legged frog","Species","Exact Match","Amphibians","Rana boylii","California,Oregon","California,Oregon",2,2,"Under Review in the Candidate or Petition Process","Animalia","Chordata","Amphibia","Anura","Ranidae","Rana"
"Rana cascadae","Cascades Frog","Species","Exact Match","Amphibians","Rana cascadae,Rana cascadea","California,Oregon","California,Oregon",2,2,"Under Review in the Candidate or Petition Process","Animalia","Chordata","Amphibia","Anura","Ranidae","Rana"
"Rana luteiventris","Great Basin Columbia Spotted Frog - NE sub-population","Species","Exact Match","Amphibians","Rana luteiventris,Rana luteiventris pop. 3,Rana luteiventris pop. 3 10,Rana luteiventris pop. 3 11","Alaska,Idaho,Nevada,Oregon,Utah,Washington,Wyoming","Idaho,Nevada,Oregon,Utah,Washington,Wyoming",7,6,NA,"Animalia","Chordata","Amphibia","Anura","Ranidae","Rana"
"Rana pretiosa","Oregon spotted frog","Species","Exact Match","Amphibians","Rana pretiosa","California,Oregon,Washington","California,Oregon,Washington",3,3,"Threatened","Animalia","Chordata","Amphibia","Anura","Ranidae","Rana"
"Rangifer tarandus","Woodland caribou","Species","Exact Match","Mammals","Rangifer tarandus","Idaho,Washington","Idaho,Washington",2,2,NA,"Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Rangifer"
"Ranunculus hawaiensis","Makou","Species","Fuzzy Match","Other","Ranunculus hawaienses","","Hawaii",0,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Ranunculus"
"Ranunculus mauiensis","no common name","Species","Exact Match","Plants","Ranunculus mauiensis","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Ranunculus"
"Rauvolfia sandwicensis","hao","Species","Fuzzy Match","Plants","Raowolfia sandwicensis","Hawaii","Hawaii",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Gentianales","Apocynaceae","Rauvolfia"
"Remya kauaiensis","no common name","Species","Exact Match","Plants","Remya kauaiensis","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Remya"
"Remya mauiensis","no common name","Species","Exact Match","Plants","Remya mauiensis","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Remya"
"Remya montgomeryi","no common name","Species","Exact Match","Plants","Remya montgomeryi","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Remya"
"Reticulocaulis mucosissimus","no common name","Species","Exact Match","Other","Reticulocaulis mucosissimus","Hawaii","Hawaii",1,1,NA,"Plantae","Rhodophyta","Florideophyceae","Bonnemaisoniales","Naccariaceae","Reticulocaulis"
"Rhacochilus vacca","Pile Perch","Species","Exact Match","Fish","Rhacochilus vacca","","Oregon",0,1,NA,"Animalia","Chordata","Teleostei","Perciformes","Embiotocidae","Rhacochilus"
"Rhincodon typus","Whale Shark","Species","Exact Match","Fish","Rhincodon typus","Florida,Hawaii,Texas","Delaware,Florida,Hawaii,New Jersey,Texas",3,5,NA,"Animalia","Chordata","Chondrichthyes","Orectolobiformes","Rhincodontidae","Rhincodon"
"Rhinichthys cataractae","Millicoma Dace","Species","Exact Match","Fish","Rhinichthys cataractae,Rhinichthys cataractae ssp,Rhinichthys cataractae ssp.,Rhyinichthys cataractae","Connecticut,Illinois,Indiana,Iowa,Massachusetts,Ohio,Oregon,Rhode Island,South Carolina,Texas,Utah","Connecticut,Illinois,Indiana,Iowa,Maine,Massachusetts,Oregon,Texas",11,8,"Species of Concern","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Rhinichthys"
"Rhinichthys falcatus","Leopard dace","Species","Exact Match","Fish","Rhinichthys falcatus","Idaho,Washington","Washington",2,1,NA,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Rhinichthys"
"Rhinichthys osculus robustus","Foskett Spring Speckled Dace","Subspecies","Exact Match","Fish","Rhinichthys osculus robustus","","Oregon",0,1,NA,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Rhinichthys"
"Rhinichthys umatilla","Umatilla Dace","Species","Exact Match","Fish","Rhinichthys umatilla","Idaho","Washington",1,1,NA,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Rhinichthys"
"Rhipidura rufifrons mariae","Rufous Fantail ssp. mariae","Subspecies","Exact Match","Birds","Rhipidura rufifrons mariae","","Northern Mariana Islands",0,1,NA,"Animalia","Chordata","Aves","Passeriformes","Rhipiduridae","Rhipidura"
"Rhipidura rufifrons saipanensis","Rufous Fantail ssp. saipanensis","Subspecies","Exact Match","Birds","Rhipidura rufifrons saipanensis","","Northern Mariana Islands",0,1,NA,"Animalia","Chordata","Aves","Passeriformes","Rhipiduridae","Rhipidura"
"Rhizopsammia verrilli","Verrill’s Lump Coral","Species","Exact Match","Other Invertebrates","Rhizopsammia verrilli","Hawaii","Hawaii",1,1,NA,"Animalia","Cnidaria","Anthozoa","Scleractinia","Dendrophylliidae","Rhizopsammia"
"Rhyacophila oreia","A Caddisfly","Species","Exact Match","Insects","Rhyacophila oreia","","Idaho",0,1,NA,"Animalia","Arthropoda","Insecta","Trichoptera","Rhyacophilidae","Rhyacophila"
